MAG_AUTO_R,MAG_u,z_stk_aper,i_stk_aper,g_stk_aper,Z_SPEC
22.120195388793945,23.6435,21.996725,22.03619,23.34701,0.43492722511291504
23.282915115356445,24.2788,23.187517,23.266863,24.221287,0.5486912727355957
22.968320846557607,23.4216,22.389711,22.480406,23.657263,0.8633936643600464
22.5726375579834,23.8364,22.30645,22.350714,23.700602,0.5037882924079895
22.121976852416992,23.4552,21.968975,21.995964,23.120863,0.4499340653419495
21.430490493774414,23.602,20.815458,21.05151,22.694544,0.5044991970062256
24.21755027770996,25.4871,24.24156,24.301952,24.136255,1.4949146509170532
23.73330307006836,25.1399,24.12134,23.836824,24.32907,0.2530996799468994
23.732200622558594,24.3447,23.117538,23.55473,23.585379,1.2541584968566897
21.795610427856445,23.0522,21.275557,21.632372,22.650257,0.5041605830192566
24.14689826965332,24.569000000000006,23.676308,23.351446,24.384754,0.4169876277446747
23.09830093383789,23.6578,22.299887,22.570253,23.399391,0.8237161636352539
22.850343704223643,23.9789,22.827436,23.033928,24.083872,0.5320153832435608
22.30537414550781,23.4065,21.899511,21.87661,23.168242000000006,0.6724585294723511
21.878719329833984,23.0839,20.654919,21.325798,23.063557,0.9939555525779724
23.877429962158203,24.1508,22.57395,23.321344,24.391527,0.9927995204925536
23.424373626708984,26.1449,22.19009,22.450169,24.81265,1.2471858263015747
22.72533798217773,23.7507,22.092512,22.341116,23.719177,0.836421549320221
21.209911346435547,22.4281,21.032871,21.081173,22.025309,0.4508073329925537
20.084379196166992,23.0687,19.502846,19.739454,21.408012,0.2493864893913269
23.76225662231445,25.1057,23.126139,24.013145,24.758242000000006,0.3658712804317473
24.01952743530273,24.2788,22.558256,22.803055,24.92305,0.33851414918899536
22.11103057861328,23.6828,21.734201,21.867207,23.09483,0.5330938100814819
23.91777229309082,24.0073,22.71168,22.957998,23.97984,0.823399543762207
23.66744804382324,25.1461,24.052994,23.328573,24.165924,0.5336434245109558
22.480772018432614,23.6249,22.154633,22.40617,23.24256,0.2865844964981079
23.868242263793945,24.4791,23.86342,23.563255,24.080427,1.8547197580337524
23.3894100189209,23.9532,22.745092,22.883568,24.003447,0.7483239173889159
22.43071746826172,24.5914,21.707846,22.027153,23.979162,0.5353448987007141
24.11496543884277,24.8089,23.488256,23.869036,24.651548,0.8116839528083801
21.397777557373047,22.8743,20.484951,20.776772,22.423054,0.7190424799919128
23.60050964355469,24.8344,23.111973000000006,23.69553,24.188625,0.4804719984531402
21.488330841064453,22.7846,21.222563,21.342588,22.082054,0.24938376247882846
20.545780181884766,22.9916,19.71338,20.029936,22.029913,0.534149706363678
22.77326011657715,23.0972,21.894928,22.336727,23.02966,1.0265523195266724
23.142900466918945,24.4394,22.40401,22.564854,24.801003,0.2825872600078583
20.55499267578125,23.6459,19.91513,20.231018,22.265558,0.4603731036186218
23.36504554748535,24.5697,23.415482,23.256996,24.0011,0.2816360592842102
23.75336456298828,25.7173,21.761314,22.852373,24.600582,1.2298727035522459
23.906740188598643,25.6775,23.905369,23.56019,24.756031,0.4844582378864288
22.353172302246094,23.7789,22.154146,22.246094,23.326553,0.43458056449890137
23.12616539001465,24.1744,23.322197,23.172258,23.69826,0.5340020656585693
22.486860275268555,23.4491,21.74677,22.061195,23.13611,0.8206489086151123
23.38460350036621,24.3009,23.05852,22.801727,24.153866,0.6827306747436523
22.242694854736328,23.5166,21.910020000000006,22.082546,22.844816,0.2316698879003525
23.46633529663086,24.7776,23.14278,23.054605,23.936499,0.4828036725521088
21.57423973083496,24.763,20.686275,20.977047,22.890047,0.778569757938385
24.037527084350586,24.4188,22.871881,23.813633,24.09042,1.311742901802063
23.255786895751953,23.9694,23.344246,23.163557,23.657747,0.3788933157920837
23.74304580688477,24.9854,23.729385,24.335762,24.84036,0.38271719217300415
22.26077461242676,24.5795,21.434599,21.829239,23.595125,0.4189916551113129
22.222129821777344,23.7299,21.874805,21.936779,23.095118,0.4595292210578919
22.457029342651367,23.4725,22.181156,22.35542,22.963808,0.3331352174282074
22.06317901611328,23.5396,21.7325,21.830679,23.145628,0.4653961956501007
22.546749114990234,24.2225,22.384985,22.40774,23.428408,1.7306324243545532
22.87811851501465,24.0097,22.744112,22.753819,23.419514000000003,0.010731089860200882
23.902456283569336,25.2287,23.300291,23.132904,24.339691,0.42224860191345215
23.74056053161621,24.4839,23.142893,23.676348,23.628567,0.3379787504673004
20.88590240478516,22.437,20.51155,20.63441,21.852776,0.4280625879764557
23.23890495300293,23.5098,23.110336,23.333246,23.31823,0.7888643741607666
23.13312149047852,24.6337,23.0082,22.941029,24.390394,0.6578807234764099
22.516496658325195,24.6397,22.093494,22.376657,23.567423,0.2806013822555542
21.9918212890625,24.9315,20.916296,21.334417,23.891651,0.5476958155632019
23.09384536743164,23.7825,23.003492,22.679611,23.05507,0.20051097869873047
23.08138465881348,24.5699,22.279272,22.384987,23.500118,0.749541163444519
22.10040664672852,25.6476,21.025799,21.336288,23.696213,0.5335804224014282
22.22781753540039,23.4513,21.690659,21.85596,23.181076,0.6547514796257019
23.1534481048584,25.1679,22.635351,22.557337,24.253944,0.4315643608570099
23.36282157897949,23.8509,22.563177,23.43339,23.759102,0.835394561290741
23.447513580322266,24.1663,22.534855,22.990147,24.046793,0.8340852856636047
22.96906852722168,25.812,21.488863,21.97604,24.680565,0.7677099108695984
22.786529541015625,24.6337,22.782738,23.006996,23.760893,0.2841715812683105
23.35370445251465,24.8306,23.23235,23.42319,23.97038,0.21055708825588226
22.227046966552734,23.4869,21.7276,21.842707,23.15761,0.6547732949256897
23.97079086303711,25.2017,22.924574,23.268711,25.609877,0.9931915998458862
23.09052848815918,24.4796,22.795515,22.774694,24.486902,0.5326438546180725
23.216310501098643,24.4011,23.145731,23.17515,23.855873000000006,0.08028347045183183
22.95917510986328,23.9204,22.224129,22.41744,23.721315,0.9278237223625184
22.62370300292969,23.4338,21.814077,22.16102,23.307777,0.8359467387199402
23.11812400817871,24.8164,22.82936,23.123114,24.485939,0.3651914894580841
22.50306701660156,23.6325,22.288404,22.196627,23.416452,0.5492930412292479
22.72694206237793,23.1914,22.095165,22.34442,22.959187,0.8367633223533629
23.297155380249023,24.9286,21.460606,22.36237,24.661135,0.9926729202270508
21.82806205749512,22.3602,21.282814,21.61358,22.241173,0.8107255697250366
22.475210189819336,24.3652,22.288174,22.411528,23.652592,0.42286571860313416
22.889080047607425,24.3161,22.775726,23.177505,24.067635,0.5335009098052979
22.36739730834961,23.6773,22.345621,22.581663,23.006092,0.17296887934207916
22.61056709289551,23.5965,21.220934,21.971085,23.305237,1.021306037902832
22.72761344909668,24.2244,22.519426,22.830303,23.351595,0.2359616905450821
21.434011459350586,25.0068,20.553978,20.899715,23.332283,0.5820738673210144
23.909313201904297,24.8512,23.010637,23.261894,23.988972,0.8374274969100952
21.99884033203125,24.7059,21.719465,21.690905,23.039917000000006,0.28132808208465576
22.89807891845703,24.0916,22.401913,22.856241,23.419342,0.3306038975715637
23.27823638916016,23.5055,22.818785,23.096523,23.163921,1.081014633178711
23.81302070617676,25.5278,23.065865,23.788263,24.445396,0.5319613814353943
22.878820419311523,24.5361,22.558744,22.860273,23.489809,1.5522384643554688
23.87281990051269,26.2998,22.322906,23.14893,24.836369,-0.00047120824456214905
23.51198959350586,24.1879,23.666277,23.383196,23.639511,0.3147086799144745
22.6715087890625,24.1228,20.825386,21.626947,23.775751,1.0262197256088257
24.03056335449219,25.4839,22.822977,23.435444,24.933056,0.9867034554481506
23.14517593383789,24.3256,23.349970000000006,23.318926,24.709326,0.3366188108921051
23.967973709106445,24.5633,23.052242,23.304468,24.465895,0.8115817308425903
23.08739280700684,24.0469,22.996744,23.12254,23.320269,1.7060816287994385
23.494365692138672,23.9726,22.731249,22.83878,24.177517,0.9852002263069152
22.59807777404785,24.3556,22.307013,22.274439,23.23153,0.333789199590683
23.334917068481445,25.124,22.671185,22.824453,24.348307,0.6818133592605591
23.51774406433105,26.9071,22.542381,22.902483,24.409601,0.3394744396209717
22.87001037597656,23.8981,22.532143,22.530016,23.558275,0.6442825198173523
23.83563995361328,24.8618,23.639896,23.943731,24.69124,0.378886878490448
22.54731559753418,25.4104,21.46003,21.836887,23.959404,0.7663457989692688
23.84645271301269,24.2303,23.031492,24.08354,23.988766,1.1924833059310913
23.485151290893555,25.1368,23.3326,23.35857,24.664745,0.4182852208614349
23.172452926635746,24.5225,22.810982,22.869188,24.213331,0.3585681617259979
23.118682861328125,25.2468,22.17808,22.546232,24.112879,0.8317997455596924
23.33851623535156,24.8678,23.526138,23.171595,24.221014,0.4667049944400787
21.91172218322754,23.6295,21.76659,21.901585,22.92446,0.3536651134490967
23.22334861755371,23.6871,23.29564,23.232313,23.27341,1.544499754905701
20.42665672302246,22.3225,19.836737,20.128466,21.525614,0.3793776035308838
22.225814819335934,23.553,22.218225,22.323925,23.40113,0.4189624488353729
22.5338134765625,25.0198,21.31225,21.642778,23.17551,0.6527887582778931
23.14507102966309,23.7901,22.447012,22.543352,23.534943,0.8505861163139343
22.70142936706543,24.299,22.089191,22.394617,23.585632,0.4819707274436951
23.79661750793457,24.8064,22.892286,22.978252,24.385,0.850195586681366
22.98053550720215,25.1119,22.336533,22.588663,24.24544,0.35739898681640625
22.31082534790039,23.8783,21.989553,22.067242,23.18404,0.3583208918571472
23.41461563110352,24.6397,23.13903,23.0389,24.045517,0.3341394364833832
23.403696060180664,23.6132,22.646421,22.97638,23.384274,0.30146729946136475
22.261024475097656,23.6425,22.0375,22.091473,22.81091,0.16799972951412198
23.075542449951172,23.9241,22.2051,22.61416,24.183474,0.9912662506103516
22.83542442321777,24.3105,22.642534,22.576878,23.762508,0.41878414154052734
22.62853240966797,24.412,21.615093,21.90438,23.397356,0.6723486185073853
23.78359794616699,25.551,23.201786,23.614056,24.19017,0.3555927872657776
22.34552383422852,23.3566,22.080912,22.125418,23.216326,0.5147235989570618
24.012897491455078,24.6304,23.307081,23.534626,23.602276,0.6560514569282532
23.946147918701172,24.5809,22.899345,23.60116,24.245935,1.2208807468414309
22.99404144287109,23.4744,22.374672,22.963774,23.218529,1.180048942565918
24.21562576293945,25.2918,23.62663,24.144356,25.90376,0.6829677820205688
23.959434509277344,24.8556,22.709703,23.665901,24.73559,0.7505509257316589
23.42327117919922,24.024,22.785975,23.698528,24.038527,1.4143199920654297
23.622812271118164,24.7665,23.04454,23.351048,24.360973,0.6147541999816895
20.02084732055664,22.5329,19.521471,19.755257,21.21405,0.28167036175727844
23.1596794128418,24.1675,23.146029,23.841934,23.550064000000006,1.6924585103988647
22.59391593933105,23.8638,22.545097,22.935879,23.544064,0.5478232502937317
22.454843521118164,23.4444,22.0625,22.227636,23.16001,0.5341655611991882
23.664836883544922,25.8667,23.937767,23.636225,25.73533,0.44135689735412603
23.41674613952637,24.0327,22.56624,22.927574,23.835217,0.9172793030738832
23.32060432434082,24.8458,23.405212,23.110783,23.8955,0.282431036233902
23.53200912475586,24.3124,22.49006,22.747248000000006,24.888323,1.1185950040817259
24.441755294799805,24.8647,23.681047,24.220602,24.593876,0.9036240577697754
23.27382469177246,24.0944,22.928492,23.194462,24.345663,0.6677970290184021
23.11387062072754,23.2795,22.210373,22.62455,23.358652,1.0370154380798342
23.303264617919922,26.1024,22.926624,23.443193,24.541094,1.5201655626296997
23.54262351989746,24.12,23.31593,23.205406,24.102354,0.7601844072341919
22.62517738342285,23.6809,22.227386,22.49032,23.027683,0.2471573501825333
22.41767692565918,23.7439,22.102783,22.265032,22.977055,0.2378320395946503
23.58421897888184,24.5848,22.915564,23.685217,24.106747,0.206644207239151
22.78578948974609,23.4524,22.128294,22.446268,23.46052,0.7685410976409912
23.66249656677246,26.1084,23.668955,24.103527,24.615469,0.22326317429542544
23.67746925354004,24.8272,23.634848,23.548655,24.509647,0.6816759705543518
20.475772857666016,23.3885,19.856323,20.163023000000006,22.01703,0.3073916733264923
22.79778480529785,24.1287,22.316101,22.740475,23.509102,0.36553406715393066
23.455507278442386,24.5197,23.017109,23.025656,24.26606,0.6031210422515869
23.224159240722656,23.9612,22.517616,22.721684,23.85376,0.7176172137260437
22.499156951904297,25.0984,21.924665,22.320421,23.807009,0.28128504753112793
23.42493438720703,23.8935,22.451273,22.86784,23.762234,1.0371880531311035
19.665740966796875,22.3773,19.087093,19.327606,20.996952,0.28210097551345825
23.30179786682129,24.6881,23.505169,23.515215,23.883892000000003,0.1563601791858673
24.51574897766113,25.0835,24.404606,24.321344,24.819828,1.6866601705551147
23.89851188659668,24.1798,22.680696,22.796223,24.32216,0.9922705888748168
23.047761917114247,23.0623,22.602694,22.806217,22.991339,1.3345727920532229
23.34925651550293,24.5686,22.433619,23.081774,24.157722,1.240764856338501
22.241748809814453,24.1591,21.470835,21.668398,23.547266,0.6832216382026672
22.97028541564941,23.4406,22.317184,22.48096,23.438446,0.9857501983642578
22.68434715270996,23.8509,22.50936,22.536404,23.565746,0.4668567776679993
23.5621395111084,23.5829,22.652067,23.100225,23.740902,1.0764498710632324
23.69278907775879,24.8823,22.349476,23.048485,24.189787,0.9862616658210754
22.87388610839844,24.2756,22.471296,22.88034,23.824675,0.3653272986412048
23.184341430664066,25.2061,22.452988,22.49572,25.462912,0.6441622376441956
23.88191223144531,25.1944,23.734753,23.628513,24.64887,0.2817588150501251
22.541364669799805,23.8837,22.580526000000006,22.68894,24.359684,0.4648677408695221
22.46727561950684,24.8636,21.724182,22.032927,23.97834,0.4763348996639252
23.772239685058594,26.5795,23.206587,22.888044,25.708920000000006,-0.0007226802408695222
23.76578712463379,24.384,23.265078,23.09244,24.49878,0.9712706208229064
22.759729385375977,24.1182,21.872206,22.191847,23.557943,0.6692838072776794
22.91715431213379,24.2277,22.140665,22.238476,23.66538,0.7089413404464722
23.3120231628418,24.6215,23.378426,23.15647,24.022202,0.2614132463932037
21.372787475585934,22.8505,21.383917,21.422174,21.885769,0.11539646238088608
23.63903617858887,24.6153,23.309618,23.269459,25.172115,0.43024101853370667
23.3116512298584,24.0043,22.931273,22.891937,24.063671,0.8724678158760071
23.51507377624512,23.6569,23.342846,23.202002,24.099455,0.944830358028412
23.621524810791016,24.1047,22.743649,23.241966,23.900654,0.9536675810813904
23.761188507080078,24.8823,23.40844,23.922838,25.036835,0.7434064745903015
23.15647125244141,24.8722,22.873362,22.93815,24.365662,1.7643142938613892
23.37879943847656,24.2817,22.863491,23.145462,23.940514,0.9351149797439576
22.191659927368164,24.4921,21.314442,21.661844,23.310078,0.5304486751556396
23.929975509643555,24.56,23.837759,23.837051,25.649897,0.6560845375061035
21.961769104003906,22.8801,21.739727,21.777567,22.684387,0.4607904255390167
23.268312454223643,24.567,23.260845,23.74846,25.59605,0.6372333765029907
22.723308563232425,24.1606,22.162891,22.1795,24.250727,0.5813846588134766
22.94713592529297,23.6408,22.474125,22.91351,23.558266,0.7419272065162659
22.97355651855469,24.9166,22.534634,22.816551,25.247635,0.483287364244461
20.28989601135254,21.9205,19.97115,20.086935,20.863232,0.1124912053346634
22.11496353149414,23.5132,22.194899,22.218546,22.688803,0.20804025232791898
23.20514297485352,25.6084,23.249092,23.088753,25.167229000000006,1.7091363668441772
22.71887397766113,23.9783,22.135227,22.582708,23.733093,0.625546932220459
22.99024772644043,24.2243,22.567194,22.893835,23.823376,0.6732597351074219
23.32674598693848,24.7022,23.87288,23.176657,23.592484,0.07928890734910965
22.26837730407715,23.847,22.37997,22.10585,23.200708,0.4653571844100952
23.13514709472656,27.4158,21.63346,22.068620000000006,24.340775,0.6438798904418945
22.324146270751953,24.4624,21.514837,21.796114000000006,23.668865,0.5652599334716797
23.65470314025879,24.421,23.433355,23.548985,23.842165,1.6333590745925903
23.5449333190918,24.5266,23.1998,23.21756,24.549711,0.2892294526100159
22.35992431640625,22.9957,22.113129,22.364159,22.504862,1.908771276473999
24.03652191162109,24.5211,23.57775,23.563334,25.2047,0.7722955942153931
21.38134002685547,22.7727,20.83906,21.167341,22.11502,0.3367600440979004
22.265613555908203,22.8862,21.926193,22.021692,22.80628,0.9860869050025941
23.34250640869141,24.7995,22.84609,23.352938,24.325867,0.35346612334251404
22.410200119018555,23.3749,22.132408,22.009588,23.417720000000006,0.5808848142623901
22.14301872253418,23.4713,21.778015,21.941048,22.96851,0.3371873497962952
20.470956802368164,21.8388,20.193085,20.391005,21.238298,0.3370453417301178
22.156782150268555,23.7421,20.824463,21.35452,23.068384,0.8139023780822754
23.582189559936523,24.8585,21.845314,22.314444,24.474236,0.8318289518356323
22.834856033325195,24.1441,22.71534,22.670568,23.350998,0.35571718215942383
23.606290817260746,25.4444,22.936770000000006,22.976267,24.140833,0.2901461720466614
23.667320251464844,23.8354,23.080956,23.020763,24.040018,1.0256869792938232
22.98551750183105,24.3844,22.401049,22.749784,23.865816,0.336652934551239
23.090728759765625,23.8783,22.511925,22.855,23.407248000000006,0.9858824610710144
22.78162384033203,24.3142,22.168251,22.571226,23.339214,0.3571069836616516
23.58234024047852,26.4337,24.328894,23.266592000000006,25.071257,0.4200173020362854
23.18095588684082,23.9945,22.76989,22.779362,23.900991,0.6368333101272583
23.09789848327637,24.188,22.55678,22.870014,23.787039,1.4944039583206177
23.529653549194336,24.6686,23.134132,23.171814,24.635155,0.32838985323905945
23.35154151916504,24.6011,23.338142,23.061457,24.328316,0.3949811458587647
20.901592254638672,22.7212,20.357458,20.574644,22.06429,0.4754474759101868
23.060346603393555,24.8962,22.154432,22.504232,24.639635,0.6440240144729614
22.988847732543945,24.1697,22.529888,23.18252,23.378448,0.21021899580955505
22.757429122924805,24.6134,21.305277,21.865067,23.749968,1.6371028423309326
23.62747383117676,24.2399,23.704237,24.087513,23.731014,0.9094042181968688
22.05261993408203,23.1128,21.972652,22.003792,22.427505,0.22306005656719208
23.37807464599609,26.4991,21.708418,22.413063,25.467766,0.7807886004447937
22.499229431152344,24.9573,22.010977,22.210054,23.801764,0.4193590879440308
22.784832000732425,25.6411,22.355589,22.493572,23.926132,0.5943587422370911
21.758581161499023,23.1501,21.926245,21.736547,22.767443,0.4182672798633576
22.66118240356445,24.2876,21.661394,22.221687,23.765625,1.02471661567688
23.429576873779297,23.965,23.555515,23.648571,23.574106,0.3030895590782165
21.43760108947754,22.867,21.343805,21.450048,22.465687,0.4620027244091034
21.91945075988769,24.845,21.214453,21.466108,23.259642000000003,0.2909984588623047
23.53473472595215,27.0495,23.18661,23.038332,24.596533,3.7399883270263667
23.23881530761719,24.6075,22.078424,22.790964,24.453794,1.103238582611084
23.51329803466797,25.1955,21.9188,22.862675,24.727621,1.1032118797302246
23.241668701171875,24.7233,22.958826,22.588854,24.491703,0.3676272630691528
21.34493637084961,23.0926,21.189331,21.275043,22.04222,0.20272620022296906
20.424732208251953,22.5318,20.000122,20.146273,21.449316,0.22329849004745486
23.5261287689209,23.9466,23.112986,23.390379,23.904953,1.3339191675186155
23.67528533935547,25.1839,23.715492,23.517849,25.516397,0.3590233623981476
22.14948844909668,24.5907,21.108562,21.60974,23.615599,0.6783767342567444
22.728071212768555,23.6277,22.448454,22.192669,22.999712,0.4397582113742829
22.5084285736084,23.318,22.075373000000006,22.239422,22.93034,0.8247989416122437
23.88893699645996,25.1719,23.127527,24.073444,26.078737,0.5338767170906067
22.723995208740234,24.1863,22.347282,22.557976,23.732824,0.440732479095459
23.19413948059082,23.9032,22.13318,22.784399,23.656998,1.0381534099578855
22.281774520874023,24.7804,21.500408,21.892992,24.445278,0.4981120526790619
23.92662048339844,24.5714,22.915285,23.64426,24.540771,0.7466656565666199
22.67070007324219,24.3731,22.758167,22.822832,23.48856,0.8978843688964844
22.86487579345703,24.3331,22.611965,22.617317,23.599434,0.24888049066066745
23.436870574951172,24.8445,23.033068,23.078836,23.920149,0.9036911129951476
22.49237632751465,23.9115,21.950602,22.225239,23.252539,0.42482128739357
22.548933029174805,26.8489,20.845789,21.467072,24.177086,0.8356140851974487
23.12335968017578,24.5901,22.494043,22.803799,23.827545,0.4398207664489746
22.35548973083496,24.0232,22.015142,21.979128,23.31616,0.4408775269985199
23.32069969177246,24.0691,24.168905,23.554478,23.59221,0.3654232919216156
22.70374298095703,23.5905,22.214989000000006,22.323965,23.157228,0.6202602982521057
22.71259880065918,24.057,22.893682,22.92407,23.854631,0.5682401657104492
22.76691436767578,23.8407,22.709166,22.59842,23.700237,0.43672817945480347
23.38050651550293,24.2368,23.615929,23.920895,23.488802,0.09691918641328813
22.380430221557614,24.1881,22.2415,22.604273000000006,23.310705,0.37831491231918335
23.64362525939941,24.7614,22.699524,23.258953,23.947495,1.1562423706054688
23.404619216918945,25.0486,22.36962,22.818762,24.54344,0.8319322466850281
21.059770584106445,22.3736,20.24801,20.482424,21.950405,0.6704413294792175
24.00842094421387,24.5288,23.642284,23.351826000000006,23.919453,0.774205207824707
23.26775932312012,23.7036,22.556412,22.850695,23.638813,0.9852048754692078
22.842329025268555,23.1599,22.177912,22.681911,23.001507,1.1182873249053955
23.19150161743164,25.6938,22.642141,22.857975,24.144865,0.6736912727355957
23.40095520019531,24.0667,22.72208,22.873808,23.799362,0.8336923718452454
24.01401138305664,25.1846,22.806807,23.435545,26.267262,0.8292951583862305
23.287029266357425,23.8498,22.472542,22.90362,23.824495,1.0339868068695068
22.24660301208496,24.3562,20.917547,21.380112,23.546202,0.8339024782180786
21.58500099182129,25.8521,20.642202,20.876675,22.96548,0.4420920014381409
20.947668075561523,22.6528,20.440659,20.73941,21.78171,0.3267101645469665
22.18168830871582,23.5323,21.905739,21.988533,22.681814000000006,0.22205549478530884
23.38162040710449,23.885,22.971237,23.707281,23.445524,0.8789138197898865
22.824989318847656,24.5935,22.61382,23.027622,23.687775,0.26209646463394165
22.93290710449219,23.9649,22.75055,22.621735,23.49293,0.5696566700935364
23.739761352539066,24.5258,23.604696,23.567678,24.280014,0.9858343601226808
23.978574752807607,25.8361,24.180569,24.653194,23.944397,0.4052432179450989
22.9443473815918,23.8448,21.960592,22.457153,23.499636,0.9258939027786256
23.477428436279297,25.5601,22.070139,22.81591,25.563929,0.979655385017395
23.70190238952637,23.9177,23.57174,24.137102,24.338264,1.422817945480347
22.366037368774414,23.8175,22.266832,22.215433,23.62229,0.5804706811904907
23.48763656616211,25.0033,22.450747,22.931606,24.748873,0.9944959878921508
23.222002029418945,27.295,22.650343,23.22387,24.666563,0.00039230112452059984
22.77020072937012,24.8809,21.942432,22.402868,24.187729,0.5797914862632751
23.39569664001465,23.9738,23.355455,23.13318,23.72334,0.42592230439186096
23.1091251373291,24.8579,22.777145,22.726,23.643932,0.27163124084472656
24.252626419067386,24.673,23.577864,24.245481,25.05357,0.6745076775550842
23.85059928894043,24.9513,22.873943,23.606146,24.886045000000006,0.06698741018772125
23.28350830078125,23.91,22.409117,22.769077,23.720778,1.3933361768722534
22.94879150390625,24.3159,22.306921,22.280931,23.891169,0.7221262454986572
23.82266044616699,24.8287,23.23665,23.76804,24.83369,0.7212908267974854
23.756107330322266,25.4105,24.070152,23.408514,24.629116,0.26564109325408936
22.340274810791016,23.7254,22.06805,22.19993,23.362705,0.4868941009044647
23.8382625579834,24.4509,23.565243,23.593208,23.53643,0.8299017548561096
22.45142936706543,27.7388,21.297974,21.691778,24.26827,0.6762215495109558
21.958276748657227,26.2019,20.506922,20.923632,23.765217,0.6834716796875
23.029916763305664,24.3903,23.24103,23.12348,23.998827,0.3077388405799866
23.188316345214844,23.5533,22.509047,22.79477,23.66642,1.1047632694244385
22.149120330810547,23.0554,22.018333,21.903145,22.732134,0.5804969668388367
22.9582633972168,24.8989,21.701763,22.047224,25.024178,0.6441600322723389
23.934741973876953,24.5628,23.295908,23.587685,24.0574,1.119023680686951
22.443517684936523,23.3067,22.36347,22.253683,23.36336,0.6141502261161804
23.45669937133789,24.1226,22.872738,22.973919,23.969328,0.6833509206771851
23.549129486083984,24.5596,23.357248,23.039474,24.755228,0.6425393223762512
22.71222496032715,26.6629,21.557384,21.84441,24.419395,0.5315490961074829
21.202415466308594,23.3169,20.522089,20.77281,22.51006,0.463308185338974
22.213882446289066,26.1463,21.165499,21.621365,24.321434,0.717843234539032
23.101341247558594,25.1501,23.32553,23.659441,23.703114000000006,0.2306603640317917
23.321401596069336,25.0162,22.743402,23.246283,24.292427,1.93535578250885
24.17573356628418,25.724,23.436428,23.556093,25.216824,0.3546888530254364
23.45486640930176,23.9682,23.365639,22.882423,23.474909,0.8592411279678345
23.455524444580078,25.5234,22.49907,22.684607,24.288153,0.7451557517051697
21.606842041015625,24.4902,20.859777,21.12294,23.215603,0.5327796339988708
